"genus","species","scientificname","decimallatitude","decimallongitude","elevation","day","month","year","taxonkey"
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-22.903056,-43.2075,NA,22,7,1988,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-26.908056,-48.661667,50,2,7,1954,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-25.548889,-48.631667,NA,11,5,1909,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-23.170278,-45.88,600,10,5,1962,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-29.433333,-50.395556,850,29,10,1994,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-29.218611,-51.34,NA,23,7,1986,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-20.761389,-42.868056,NA,23,2,1959,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.779722,-47.929444,NA,7,11,1977,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.616667,-47.666667,NA,22,7,1966,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-19.513611,-43.744722,NA,29,4,1973,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-16.795278,-47.6,1175,1,11,1965,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-23.654444,-46.621944,NA,8,6,1977,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-14,-39.22,NA,15,6,1979,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-13.441111,-40.430556,NA,12,10,1983,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-14.252778,-39.141667,NA,25,8,1979,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-22,-42.05,NA,25,5,1987,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-24.251111,-49.705556,NA,22,11,1990,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-23.540278,-46.63,NA,NA,NA,NA,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-30.851111,-51.811944,8,27,11,1999,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-12.853611,-39.475833,NA,24,2,2000,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.779722,-47.929722,975,17,9,1965,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.779722,-47.929444,NA,27,11,1980,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.779722,-47.929444,NA,22,11,1977,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.779722,-47.929444,NA,29,10,1976,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-18.37,-43.7,1200,NA,NA,NA,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-19.568889,-39.799444,NA,23,4,2004,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-14.423056,-39.061667,NA,11,9,1991,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.174167,-39.339444,NA,21,7,2005,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-22.25,-47.82,NA,14,9,2006,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-14.423056,-39.061667,NA,19,7,1994,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-12.45,-41.47,NA,24,5,1980,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-22.903056,-43.2075,NA,22,6,1941,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-22.530833,-43.008333,NA,NA,NA,NA,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-29.433333,-50.395556,800,20,5,1995,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.808056,-48.025,NA,13,7,1966,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-21.849722,-46.7,NA,11,1,1994,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-14.116667,-47.655556,1000,12,2,1966,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-18.400278,-43.679167,1300,16,1,1969,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.779722,-47.929444,NA,1,7,1965,7422518
